Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
pole-capital,Pole Capital,Pole Capital est une société d’investissement spécialisée dans la prise de participations à long-terme dans des entreprises non-cotées.,venturecapitalist,,,48.859852,2.31766,41 rue Saint-Dominique,75007,Paris,2008,http://www.polecapital.com,,,,,http://www.linkedin.com/company/2216660,,Investisseur
polyspot,Polyspot,Fournisseur de solutions logicielles de recherche d'information en entreprise.,opensource,,,48.8763612,2.3484188,79 rue du Faubourg Poissonniere,75009,Paris,2000,http://www.polyspot.com,,,,,,,Entreprise
popina,Popina,"Nous sommes l'éditeur de Popina, une caisse enregistreuse pour restaurant sur ipad. Nous avons l’idée que la technologie doit améliorer nos vies.  L’intuitivité des outils professionnels doit donc être au niveau de celle des produits grand-publics.",,,,48.82908825900046,2.3575743980004518,183 avenue de choisy,75013,,2013,http://www.popina.com,agent@popina.com,popinaTPV,https://www.facebook.com/popina.TPV,,,,Entreprise
postercloud,PosterCloud,"Pour planifier et réserver vos campagnes d'affichage publicitaire Offline, il y a désormais une solution Online…",,,,48.80423483864188,2.3344016075134273,44 rue Cauchy,94110,Arcueil,2012,http://www.postercloud.fr,jferuglio@postercloud.fr,postercloud,,,,,Entreprise
ppls,PPLS,PPLS met en place un processus permettant de tester des technologies et de valider un concept d’emploi dans le but d’explorer les possibilités d’amélioration du fonctionnement des futurs centres de sécurité et de secours,securite,,,48.7940917,1.9657504,"1, boulevard Jean Moulin",78990,Elancourt,2007,,,,,,,,Entreprise
pragmadev,PragmaDev,PragmaDev offre un outil de développement orienté modèle dédié aux applications temps réel et embarquées : Real Time Developer Studio.,telecoms,,,48.8545509,2.3672838,"18, rue des Tournelles",75004,Paris,2001,http://www.pragmadev.com,,,,,,,Entreprise
prepmyfuture,PrepMyFuture,PrepMyFuture développe une plateforme de e-learning adaptatif qui ajuste la difficulté des exercices en fonction de l'utilisateur et de ses faiblesses.,elearning,personnalisation,,48.872379,2.35754,82 rue du Faubourg Saint-Martin,75010,Paris,2010,http://www.prepmyfuture.com,,PrepMyFuture,https://www.facebook.com/PrepMyFuture,,http://www.linkedin.com/company/2372131,,Entreprise
prescom,Prescom,"PRESCOM conçoit, développe et commercialise des solutions de\\ntélécommunications basés sur les technologies en matière de\\ntraitement du signal,\\nde signalisations, de gestion des réseaux multimédia et\\nde conception de systèmes  à haute disponibilité.",,,,48.794555,2.0506669,3 rue Michael Faraday,78180,Montigny-Le-Bretonneux,2009,http://www.prescom.fr,,,,,,,Entreprise
press-criptum,Press'criptum,"Press'criptum développe Press Shopper, une application mobile permettant d'accéder aux informations de produits mode des magazines par reconnaissance d'image et de pouvoir les acheter directement.",mcommerce,,,48.872421,2.32157,20 boulevard Malesherbes,75008,Paris,2011,http://www.presscriptum.com,,Presscriptum,https://www.facebook.com/Presscriptum,,http://www.linkedin.com/company/2631702,,Entreprise
presswall,PRESSWALL,"1ère agence photo BtoB, spécialisée dans la photo e-commerce (packshots, aplat, porté, piqué, 360, ghosts), Presswall et ses photographes sont présents à Paris et dans toute la France: reportages , portraits, animations photo et vidéo.",,,,48.87891651300049,2.295398065000427,9 rue bayen 75017 Paris,,,2009,http://www.presswall.fr,contact@presswall.fr,presswall,https://www.facebook.com/presswall,,,,Prestataire
pretty-simple,Pretty simple,Preety Simple développe des jeux sociaux pour Facebook.,socialgame,facebook,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2010,http://www.prettysimplegames.com,,prttysmpl,https://www.facebook.com/PrettySimpleGames,,http://www.linkedin.com/company/1119857,,Entreprise
priceminister,Priceminister,Priceminister est une plateforme de vente en ligne de produits neufs et occasions.,ecommerce,,,48.866859,2.34968,92 rue Réaumur,75002,Paris,2000,http://www.priceminister.com,,priceminister,https://www.facebook.com/PriceMinister,https://plus.google.com/+priceminister,http://www.linkedin.com/company/28697,,Entreprise
printic,Printic,Printic est une application mobile pour le partage et l'impression de ses photos.,mobile,photo,impression,48.84894,2.28689,45 rue Héricart,75015,Paris,2012,http://www.printicapp.com,,printicapp,https://www.facebook.com/Printic,,http://www.linkedin.com/company/3061865,,Entreprise
prismtech-france,Prismtech France,"Middleware, outils de développement et systèmes intégrés pour des applications de défense, télécommunications et services financiers",ocds,,,48.708877,2.176886,"28, rue Jean Rostand",91400,Orsay,1991,http://www.prismtech.com,,,,,,,Entreprise
prodomo,Prodomo,solution de gardiennage électronique des chantiers BTP,securite,,,48.8607436,2.3721724,73 boulevard Richard Lenoir,75011,Paris,1997,http://www.prodomo.fr,,,,,,,Entreprise
proengin,Proengin,Développement d’un système robotisé de contrôle non destructif par ultrasons. La société assure la distribution d’appareils de contrôle ultrasonore de différents types.,securite,,,48.7962099,2.0562397,1 rue de L Industrie,78210,St-Cyr-L-Ecole,1973,http://www.proengin.com,,,,,,,Entreprise
profileo,Profileo,Profileo est un agence de création de sites web spécialisée dans le e-commerce et le webmarketing avec une expertise Prestashop et Magento.,ecommerce,web,marketing,48.84364,2.32258,3 rue de l'Arrivée,75014,Paris,2001,http://www.profileo.com,,Profileo,https://www.facebook.com/pages/Profileo/496374283729871,https://plus.google.com/106570232975916296219,,,Prestataire
progis,Progis,"Progis a une triple activité d’éditeur d’applications, d’intégrateur de Système d’information géographique et de prestataire de services tels que le conseil, la formation et le support. ",,,,48.8006678,2.3242668,6 rue de la Grange Ory,94230,Cachan,2006,http://www.progis.fr,,,,,,,Entreprise
prologue,Prologue,"Prologue crée, développe et met en œuvre des technologies innovantes au service de tous les systèmes d’information",opensource,,,48.6841126,2.2017849,12 avenue des Tropiques,91940,Les-Ulis,1991,http://www.prologue.fr,,,,,,,Entreprise
promethean,Promethean,"Promethean propose des solutions innovantes pour l’éducation et la formation en fournissant des tableaux interactifs, logiciels, systèmes de réponses instantanées, périphériques, et matériels de sonorisation.",education,equipement,,48.903401,2.372051,45  avenue Victor Hugo,93300,Aubervilliers,2003,http://www.prometheanworld.com,,PrometheanFR,https://www.facebook.com/promethean.france,,,,Entreprise
prove-run,Prove&Run,"Prove & Run développe une technologie simplifiant le développement et la vérification d’applications embarquées, qui souhaitent un haut niveau de sûreté et/ou de sécurité.",securite,,,48.8826844,2.2962455,77 avenue Niel,75017,Paris,2009,http://www.provenrun.com/,,,,,,,Entreprise
proxem,Proxem,Proxem est spécialisée dans l’analyse sémantique pour l’entreprise et propose des solutions innovantes en e-réputation et analyse des feedbacks de consommateurs ainsi qu’en Ressources Humaines.,semantique,ereputation,rh,48.870659,2.3611,19 boulevard de Magenta,75010,Paris,2007,http://www.proxem.com,,proxem,https://www.facebook.com/pages/Proxem/205277852816641,,http://www.linkedin.com/company/938582,,Entreprise
près-de-moi,Près De Moi,"PrèsdeMoi est une application gratuite de petites annonces qui permet de voir tous les produits en vente tout près de vous. Elle permet aussi de vendre ses produits facilement, sans être harcelé au téléphone et préserve la sécurité des vendeurs",,,,48.87261892829001,2.3356246948242188,15 rue Jean Dollfus,75018,Paris,2013,http://www.presdemoi.com,kjorset@presdemoi.com,presdemoi,https://www.facebook.com/AppPresDeMoi,https://plus.google.com/u/0/b/113655562878571762581/,http://www.linkedin.com/company/nbme-sas/,,Entreprise
pushprivate,PushPrivate,PushPrivate est une plateforme en ligne pour accélérer sa recherche d'emploi et faciliter le recrutement.,emploi,recrutement,,48.842861,2.2691,131 avenue de Versailles,75016,Paris,,http://www.pushprivate.com,,,https://www.facebook.com/PushPrivate,https://plus.google.com/110482884608774286712,http://www.linkedin.com/company/3114280,,Entreprise
qobuz,Qobuz,Qobuz est une plateforme de musique en ligne haute-fidélité qui fournit un service d'écoute sur abonnement et de téléchargement à la carte.,musique,,,48.894779,2.37243,249 rue de Crimée,75019,Paris,2009,http://www.qobuz.com,,qobuz,https://www.facebook.com/qobuz,,http://www.linkedin.com/company/2582017,,Entreprise
qosmos,Qosmos,"Qosmos crée des logiciels qui analysent et optimisent les applications, les services utilisant les réseaux IP.  Qosmos a développé une technologie distinctive et protégée qui permet des analyses temps réel des flux.",telecoms,,,48.8822444,2.3078389,5 Impasse Chalabre Immeuble le Cardinet,75017,Paris,2000,http://www.qosmos.com,,,,,,,Entreprise
qualixo,Qualixo,Société spécialisée en qualité logicielle\\n-Qualimétrie\\n-Sécurité applicative\\n-Tests techniques,opensource,ocds,,48.8170634,2.3070952,45-47 avenue Pierre Brosselette,92120,Montrouge,2005,http://www.qualixo.com,,,,,,,Entreprise
quantumwave-capital,Quantumwave Capital,,Investisseur,,,48.8546378,2.3208427,"57, rue de Varenne",75007,Paris,2008,,,,,,,,Entreprise
qublicité-france,Qublicité France,"Nous proposons un nouveau concept en France, de la publicité sur du papier hygiénique. Le papier est diffusé auprès de nos distributeurs (bars, restaurants...). Nous leur donnons le papier « qublicitaire », qui est lui sponsorisé par des annonceurs",,,,48.90856539900051,2.260694416000433,1 rue des bellevues 92270 Bois-Colombes,,,2013,http://www.qublicite.com,contact@qublicite.com,,https://www.facebook.com/qublicite,,,,Entreprise
quividi,Quividi,"Mesure d'audience de la communication dans les lieux publics, analyse du comportement de l'acheteur en magasin",,,,48.874269994000485,2.3948599940004556,18 rue Soleillet,75020,Paris,2006,http://www.quividi.com,info@quividi.com,quividi,,,http://www.linkedin.com/company/2527390,,Entreprise
qunb,qunb,"qunb diffuse vos données et vous permet de jouer avec, de les afficher et de les partager.",data,opendata,dataviz,48.872379,2.35754,82 rue du Faubourg Saint Martin,75010,Paris,2011,http://www.qunb.com,,qunb,https://www.facebook.com/myqunb,,http://www.linkedin.com/company/803778,,Entreprise
radioline,RadioLine,RadioLine développe des applications pour améliorer l'expérience de la radio numérique.,radio,apps,,48.885731,2.26066,1 rue Garnier,92200,Neuilly sur Seine,2011,http://www.radioline.co,,Radioline_app,https://www.facebook.com/RadiolineApp,,http://www.linkedin.com/company/2606283,,Entreprise
rapidhalal,RapidHalal,Le 1er site internet de livraison halal au bureau ou chez soi!\\\\\\\\n RapidHalal souhaite devenir le leader Français de la livraison Halal à domicile. Rapid Halal regroupe les cartes et menus des meilleurs restaurants Halal en livraison.,,,,48.86858353500048,2.2828117200004385,111 avenue Victor Hugo,75784 Paris Cedex 16,,2013,http://www.rapidhalal.fr,contact@rapidhalal.fr,rapidhalal,https://www.facebook.com/rapidhalal,,,,Entreprise
ratp,RATP,,transport,opensource,ocds,48.856614,2.3522219,"54, Quai de La Rapée LAC B916 Cedex 12",75599,Paris,1958,http://www.ratp.com,,,,,,,Entreprise
readiymate,reaDIYmate,"Les reaDIYmates, imaginés par 23deEnero spécialiste de l'internet des objets, sont de petits robots qui se déplacent et jouent des sons en fonction de ce qui se passe dans votre vie numérique.",objetsconnectes,diy,robot,48.874649,2.34739,7 rue Ambroise Thomas ,75009,Paris,2010,http://www.readiymate.com,,readiymate,https://www.facebook.com/readiymate,,http://www.linkedin.com/company/2255628,,Entreprise
rebble,Rebble,"Rebble est la plateforme innovante de partage d'articles visant à développer la collaboration au sein des blogs. Venez découvrir notre base de données d'articles à rebloguer en intégralité pour enrichir vos sites, tout en valorisant les auteurs !",,,,48.86019569000047,2.3603141690004463,8 rue des quatre fils 75003 Paris,,,2013,http://rebble.it,contact@rebble.it,rebble_it,https://www.facebook.com/rebbleit,https://plus.google.com/103492655076178380844,,,Entreprise
reciproque,Reciproque,Reciproque est une société de conseil et d'ingénierie multimédia pour les musées et les centres culturels.,culture,multimedia,,48.85952,2.38269,12 rue Saint Maur,75011,Paris,2006,http://www.reciproque.com,,reciproque,https://www.facebook.com/reciproque.multimedia,,http://www.linkedin.com/company/reciproque,,Prestataire
red-technologies,Red Technologies,Red Technologies développe et commercialise des solutions innovantes de gestion du spectre radioélectrique basées sur la cartographie de l'environnement radio.,telecoms,,,48.8486354,2.3209828,"101, rue de Sèvres Lot 1665",75006,Paris,2012,http://www.redtechnologies.fr,,,,,,,Entreprise
reewardio,Reewardio,Reewardio permet d'obtenir des offres exclusives en échange d'actions sur Facebook. ,marketing,mobile,facebook,48.85196,2.37344,59 rue du Faubourg Saint Antoine,75012,Paris,2012,http://www.reewardio.com,,reewardio,https://www.facebook.com/Reewardio,,,,Entreprise
reflex-ces,Reflex Ces,"Spécification, conception, industrialisation et fabrication de systèmes électroniques embarqués sur mesure",securite,,,48.629828,2.441782,2 rue Gevaudan SILIC 1743,91047,Evry,2008,http://www.reflexces.com,,,,,,,Entreprise
remu,Remu,Remu est une agence créative qui développe et réalise des contenus multimédias pour des dispositifs de diffusions innovants et des scénographies sonores.,multimedia,son,,48.888969,2.353587,12 rue d'Oran,75018,Paris,2006,http://www.remu.fr,,,https://www.facebook.com/pages/REMU/462934270146,,,,Prestataire
renaissance-numérique,Renaissance Numérique,Renaissance Numérique est un think-tank qui oeuvre en faveur du développement d'internet en France en focalisant ses réflexions et ses actions sur la réduction des fractures numériques.,thinktank,fracturenumerique,,48.887118,2.299198,13 rue Eugène Flachat,75017,Paris,2005,http://www.renaissancenumerique.org,,Rnumerique,https://www.facebook.com/renaissancenumerique,https://plus.google.com/110672692941004322746,,,Communauté
renault-sas,Renault SAS,,,,,48.8319675,2.2278128,13-15 Quai Alphonse Le Gallo Cedex,92100,Boulogne-Billancourt,1971,http://www.renault.com,,,,,,,Entreprise
renault-trucks,Renault Trucks,,transport,,,45.704554,4.9128104,Ter E80 11099 route de Lyon Cedex,69800,Saint-Priest,2009,http://www.renault-trucks.com,,,,,,,Entreprise
renuda,Renuda,"Renuda est une société d’ingénierie indépendante spécialisée dans les méthodes CFD et leurs applications : dynamique des fluides mono et poly-phasiques, échanges de chaleur et réactions chimiques.",,,,46.1080765,4.7501235,17 rue Pasteur,69220,Belleville,2004,http://www.renuda.com,,,,,,,Entreprise
reperli,Reperli,"Reperli est un carnet d'adresses pour iPhone, qui permet de mémoriser les lieux et les services qu'on aime, organiser ses check-ins Facebook et Foursquare, partager ses adresses avec sa famille et ses amis.",,,,48.903979121000475,2.2681899760004285,3 avenue de la Liberté,92400,Courbevoie,2013,http://www.reperli.com,stephane@reperli.com,reperli,http://www.facebook.com/reperli,,,,Entreprise
resonate-mp4,Resonate MP4,"Ingénierie en télécommunications et multimédia. Conception et développement de composants logiciels pour systèmes multimédia de diffusion sur Internet, les réseaux mobiles et nouveaux réseaux de radio numériques T-DMB.",ocds,,,48.8815972,2.3911145,"29, rue Miguel Hidalgo",75019,Paris,2001,http://www.resonate-mp4.com,,,,,,,Entreprise
restlet,Restlet,"Restlet SAS est un éditeur de middleware, spécialiste des APIs web.",opensource,,,48.8927623,2.2398251,"ESSEC Ventures, CNITBP230 - 2, Place de la Défense",92053,Paris La Defense,2008,http://www.restlet.com,,,,,,,Entreprise
resto-flash,Resto Flash,"Resto Flash est le 1er émetteur de titres restaurants numériques sur mobile.\\\\\\\\nIl permet aux salariés de régler leur déjeuner directement avec leur portable.\\\\\\\\nCe système simplifie le quotidien des utilisateurs, salariés, employeurs et restaurateurs.",,,,48.859277256000496,2.3538634920004142,31-33,rue du Temple 75004 Paris,,2011,http://www.restoflash.fr,info@restoflash.fr,restoflash,http://www.facebook.com/restoflash,,,,Entreprise
restopolitan,Restopolitan,Restopolitan est spécialisée dans la réservation en ligne appliquée à la restauration et propose une carte de membre qui permet d'obtenir 1 repas offert par jour.,restaurants,reservation,marketing,48.869251,2.34313,146 rue Montmartre,75002,Paris,2006,http://www.restopolitan.com,,restopolitan,https://www.facebook.com/Restopolitan,,http://www.linkedin.com/company/1094737,,Entreprise
reunik,Reunik,Reunik est un service d'album photo communautaire qui permet de réunir vos photos et celles de vos amis et de créer un album personnalisé pour impression. ,photo,impression,,48.850929,2.28864,15 rue Sextius Michel,75015,Paris,2011,http://www.reunik.com,,reunik,https://www.facebook.com/reunik,,http://www.linkedin.com/company/2148332,,Entreprise
reverso-softissimo,Reverso Softissimo,Reverso Softissimo est un concepteur et intégrateur de logiciels spécialisé dans les applications linguistiques de l'informatique pour l'éducation et les entreprises.,linguistique,,,48.867241,2.39272,5 rue Soyer,75018,Paris,,http://reverso.softissimo.com,,,,,http://www.linkedin.com/company/1347439,,Entreprise
rich-analysis,Rich Analysis,"RichAnalysis imagine des services digitaux innovants en croisant et en visualisant des données de manière inédite. Elle est experte dans les domaines suivant : synchronisation, géolocalisation et visualisation de grands flux de données.",geolocalisation,dataviz,bigdata,48.826069,2.27308,16 rue Kléber,92130,Issy-les-Moulineaux,2007,http://www.richanalysis.net,,,https://www.facebook.com/pages/Rich-Analysis/132718836740940,,,,Entreprise
rplus-technologies,RPlus Technologies,"RPlus Technologies est un acteur de l'économie circulaire qui collecte de façon éco-solidaire des téléphones mobiles pour leur offrir une seconde vie. Rplus Technologies, c'est deux marques : Mobile Vert pour la collecte et Yukkaz pour la revente.",,,,48.84018978799443,2.2249674797058105,56 quai Alphonse le Gallo,92100,Boulogne-Billancourt,2011,http://www.rplustechnologies.com,ma@rplustechnologies.com,,,,http://www.linkedin.com/company/rplus-technologies,,Entreprise
rueil-92-coworking,Rueil 92 Coworking,Rueil 92 Coworking propose un espace de travail collaboratif en mode coworking et des bureaux à louer.,coworking,bureau,,48.883781,2.1915,9 avenue Paul Doumer,92500,Rueil-Malmaison,2012,http://www.rueil-92-coworking.com,,RueilCoworking,https://www.facebook.com/Rueil92Coworking,,,,Tiers-lieu
runorg,Runorg,Runorg propose des plateformes web dédiées aux entreprises ou aux associations qui offrent des fonctions de gestion et de communication à destination des dirigeants et des membres.,rse,,,48.853199,2.39858,22 rue Planchat,75020,Paris,2010,http://www.runorg.com,,RunOrg,https://www.facebook.com/RunOrg,https://plus.google.com/105717032059999732993,http://www.linkedin.com/company/1281871,,Entreprise
rustlin,Rustlin,Rustlin est un réseau social anonyme fondé sur les lieux et les personnes qui les fréquentent disponible via une application mobile géolocalisée.,reseausocial,mobile,geolocalisation,48.859409,2.29737,17 avenue de la Bourdonnais,75007,Paris,2012,http://www.rustlin.com,,Rustlin,https://www.facebook.com/Rustlin,,http://www.linkedin.com/company/2903710,,Entreprise
références-btp,Références BTP,"Références BTP est le site d'évaluation de la qualité de travail des entreprises de construction. Ce sont les architectes, maîtres d'oeuvre et maîtres d'ouvrages qui évaluent au travers d'un questionnaire en ligne les entreprises de leur chantier",,,,48.8577833540005,2.402730613000415,36 rue de Fontarabie 75020 Paris,,,2013,http://www.refbtp.fr/,nicolas@refbtp.fr,refbtp,,https://plus.google.com/u/0/b/117158255906892274688,http://www.linkedin.com/company/r-f-rences-btp,http://www.viadeo.com/v/company/references-btp,Entreprise
réseau-entreprendre-paris,Réseau Entreprendre Paris,Réseau Entreprendre Paris est un réseau de chefs d'entreprise qui accompagne les créateurs et repreneurs d'entreprises. Cet accompagnement individuel et collectif se complète d'un prêt d'honneur.,,,,48.868383122000466,2.3662587220004525,18-20 rue du Faubourg du Temple,75011,Paris,2004,http://www.reseau-entreprendre-paris.fr/,paris@reseau-entreprendre.org,RE_Paris,https://www.facebook.com/pages/R%C3%A9seau-Entreprendre-Paris/180531808680979,,,,Communauté
safran,Safran,,,,,48.8385753,2.26975,2 boulevard du Gal Martial Valin,75015,Paris,1956,,,,,,,,Entreprise
sagemcom,Sagemcom,,energie,opensource,telecoms,49.0542896,2.0673527,31-33 rue des Beaux Soleils,95520,Osny,2001,http://www.sagemcom.com,,,,,,,Entreprise
sailsharing,Sailsharing,Sailsharing est une plateforme collaborative de location de bateaux entre particuliers. Ses 3 fondateurs ont appliqué le modèle de la consommation collaborative au domaine du nautisme.,,,,48.88984396300049,2.3178862060004235,107 rue lemercier 75017 Paris,,,2013,http://www.sailsharing.com,caroline@sailsharing.com,sailsharing,https://www.facebook.com/Sailsharing,,http://www.linkedin.com/profile/view?authToken=EeNl&goback=%2Enpv_140932647_*1_*1_name_EeNl_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1&locale=fr_FR&id=140932647&authType=name,,Entreprise
saint-gobain-dsi-groupe,Saint Gobain - Dsi Groupe,,opensource,,,48.8908969,2.2490882,18 avenue d'Alsace,92400,Courbevoie,2003,,,,,,,,Entreprise
salesforce,Salesforce,Salesforce est une entreprise spécialiste des logicels de gestion de la relation client.,crm,,,48.864638,2.293692,7 place d'Iéna,75008,Paris,1999,http://www.salesforce.com,,salesforce,https://www.facebook.com/MarketingCloud,https://plus.google.com/+Salesforce,http://www.linkedin.com/company/3185,,Entreprise
sanef-concession,Sanef Concession,"Sanef intervient comme investisseur, concepteur et maître d'ouvrage d'infrastructures autoroutières.",opensource,,,48.8499047,2.3028927,100 avenue de Suffren -,75015,Paris,2006,,,,,,,,Entreprise
saphymo,Saphymo,"Société française spécialisée dans la conception, la fabrication et la commercialisation d’instruments et de systèmes de contrôle et de mesure des rayonnements ionisants ainsi que d’équipements de géolocalisation.",securite,,,48.7321383,2.2902927,"5, rue du Théâtre",91300,Massy,1951,http://www.saphymo.com,,,,,,,Entreprise
sart,SART,SART offre des prestations intellectuelles de support de haut niveau dans les domaines Radar et Télécommunication.,telecoms,,,48.8569935,1.9753922,8 rue de Davron,78450,Chavenay,2006,http://www.sart.fr/,,,,,,,Entreprise
satimo-industries,Satimo Industries,Systèmes de mesure 3D de rayonnement EM,telecoms,,,48.6924738,2.2146163,17 rue de Norvege,91140,Villebon-Sur-Yvette,1987,http://www.satimo.com,,,,,,,Entreprise
scaleo-chip,Scaleo Chip,Scaleo Chip délivre des systèmes complets alliant Silicium et Software pour le marché automobile.,transport,opensource,ocds,43.6235109,7.0453965,"Les Talssounières Hb 3, route des Dolines",6560,Valbonne,1996,http://www.scaleochip.com,,,,,,,Entreprise
scan-target,Scan & Target,"Scan & Target est un éditeur de logiciels fournissant des solutions SaaS de text mining temps réel pour contenus web et mobiles (sms, e-mails, blogs, forums)",ocds,,,48.891758,2.238448,14 rue Anatole France,92800,Puteaux-La-Defense,2008,http://www.scanandtarget.com,,,,,,,Entreprise
scanresearch,ScanResearch,"Scan-Research est un institut d'études d'un type nouveau, qui analyse en temps réel  l’évolution de la conversation des internautes sur les réseaux sociaux, les blogs et les forums, autour d'une marque, d'un produit ou d'une institution.",,,,48.85483421000049,2.403534460000458,80 rue des haies,75020 Paris,,2010,http://scan-research.net,laetitia.matiatos@scan-research.net,ScanResearch,,,,,Entreprise
schibsted-growth,Schibsted Growth,Schibsted Growth is the Corporate Development arm of the Schibsted Group in France. Our goal is to leverage the great success of LeBonCoin.fr and 20minutes.fr to foster growth and ensure market leadership for our Startups.,,,,48.87378732700046,2.3214206810004043,8 rue Lavoisier,75008 Paris,,2013,http://www.SchibstedGrowth.com,marc.brandsma@schibsted-dev.fr,SchibstedGrowth,,,,,Investisseur
scientipole-initiative,Scientipole Initiative,,Investisseur,,,48.6991805,2.1874811,Campus Universitaire D'Orsay Bâtiment 503,91893,Orsay Cedex,2007,,,,,,,,Entreprise
scientipôle-croissance,Scientipôle Croissance,"Scientipôle Croissance accélère la croissance des jeunes entreprises innovantes, lauréates de Scientipôle Initiative, en fédérant une puissante Communauté apportant soutien financier et compétences.",,,,48.89395078600046,2.3528193410004405,110 rue des Poissonniers 75018 Paris,,,2013,http://www.scientipole-croissance.org/,dorine.larchet@scientipole-croissance.org,ScientInitiativ,,,,,Communauté
scientipôle-initiative,Scientipôle Initiative,Scientipôle Initiative est une association d'accompagnement et de financement de jeunes entreprises innovantes de la région Ile-de-France.,accompagnement,financement,,48.697078,2.18961,Rue du Belvédère,91400,Orsay,2001,http://www.scientipole-initiative.org,dorine.larchet@scientipole-initiative.org,ScientInitiativ,,,,,Incubateur
scilab-enterprises,Scilab Enterprises,Scilab Enterprises apporte son expertise dans la mise en œuvre de solutions optimales en termes d'innovations technologiques et dans l'accompagnement des entreprises dans leurs démarches autour des outils de calcul et de simulation numérique.,opensource,ocds,,48.792105,2.1514995,143 bis rue Yves Le Coz,78000,Versailles,2010,http://www.scilab-enterprises.com - www.scilab.org/,,,,,,,Entreprise
scrollshow,Scrollshow,Scrollshow développée par Plimse est une application iPad d'édition de présentations panoramiques.,presentation,ipad,edition,48.825691,2.334268,rue Saint Yves,75014,Paris,2012,http://www.scrollshow.com,,scrollshow,https://www.facebook.com/Scrollshow,,http://www.linkedin.com/company/2678465,,Entreprise
sculpteo,Sculpteo,Sculpteo offre un service en ligne d'impression 3d à la demande.,impression3d,,,48.82452,2.26477,89 rue du Gouverneur Felix Eboué,92130,Issy les Moulineaux,2009,http://www.sculpteo.com,,sculpteo,https://www.facebook.com/sculpteo,https://plus.google.com/114172138917431813751,,,Entreprise
secudrones,Secudrones,SecuDrones est distributeur de micro drones de type VTOL multi-rotors.SecuDrones conçoit et développe également des logiciels d'exploitation pour ces micro drones (station sol avec cartographie 3D et logiciel de traitement d'image et vidéo).,,,,48.905561,2.116676,5 rue du Chant des Oiseaux,78360,Montesson,2011,http://www.secudrones.fr,,,,,,,Entreprise
secure-ic-sas,Secure-Ic Sas,Design de composants électroniques sécurisés et de logiciels embarqués. Ingénierie et consulting pour la conception et le développement de circuits électroniques critiques.,securite,ocds,,48.8304724,2.3356094,"37-39, rue Dareau",75014,Paris,2010,http://www.secure-ic.com,,,,,,,Entreprise
sef-industrie,Sef Industrie,Fournisseur de premier rang dans le secteur ferroviaire et transport interurbain de voyageurs.\\n,,,,48.6985829,2.886657,9 rue Gustave Eiffel,77610,Fontenay-Tresigny,1993,http://www.sefindustrie.fr,,,,,,,Entreprise
semdee,Semdee,Semdee développe et propose une gamme de logiciels destinés à l’analyse et l’exploitation des données textuelles structurées et non structurées.,bigdata,businessintelligence,ereputation,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2011,http://www.semdee.com,,,,,http://www.linkedin.com/company/2972394,,Entreprise
senscritique,SensCritique,SensCritique est un réseau social qui vous permet d'organiser et de partager vos avis culturels.,reseausocial,culture,avis,48.87434,2.34797,49 rue du Faubourg Poissonnière,75010,Paris,2011,http://www.senscritique.com,,senscritique,https://www.facebook.com/senscritique,,http://www.linkedin.com/company/1545540,,Entreprise
sentimonitor,SentiMonitor,Solution de veille et d'analyse des médias sociaux.,,,,48.95705913900048,2.57732482500046,27 avenue la Fontaine,93290,Tremblay-en-France,2013,http://www.sentimonitor.com/fr,alexandre.bourlier@sentimonitor.com,Sentimonitor_fr,,,,,Entreprise
sentinelo,Sentinelo,Sentinelo permet aux utilisateurs de trouver les bonnes affaires de proximité sur leur Smartphone à l’aide de la géolocalisation.,,,,48.8686341,2.3519117,"5, rue de Tracy",75002,Paris,2010,http://www.sentinelo.com,,,,,,,Entreprise
seolane-innovation,Seolane Innovation,"Seolane Innovation offre des réponses adaptées aux nouveaux enjeux de la mobilité.Experts en création de services innovants, Seolane offre des solutions nouvelles aux besoins actuels des autorités organisatrices et opérateurs de transports publics.",telecoms,,,48.9450111,2.1453081,15 rue Croix Castel,78600,Maisons-Laffitte,2007,http://www.seolane.net,,,,,,,Entreprise
sequans-communications,Sequans Communications,"Sequans Communication conçoit et développe des « System-on-Chip » et des solutions logicielles, destinés aux systèmes d’accès radio large bande conformes à la norme WiMAX.",telecoms,,,48.900552,2.25929,"19, Le Parvis de La Défense Citicenter",92073,Courbevoie,2003,http://www.sequans.com,,,,,,,Entreprise
sequrenet,Sequrenet,SeQureNet est une spin-off de Telecom Paristech qui vise à fournir des solutions cryptographiques notamment fondées sur l'usage des méthodes quantiques.,securite,,,48.8455917,2.3001354,12 Villa Croix Nivert,75015,Paris,2008,http://www.sequrenet.fr,,,,,,,Entreprise
